"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4823","Should not refund and return error if not enough money for refund","","Sat May 23 16:42:58 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotRefundAndReturnErrorIfNotEnoughMoneyForRefundTest"
"","50","Should not add deposit and return error if currency_wallet_id not exists","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotAddDepositAndReturnErrorIfCurrencyWalletNotExistsTest"
"","314","Should not create bank account and return error if user_id is already taken","","Sat May 23 16:43:02 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotCreateBankAccountAndReturnErrorIfUserIdIsAlreadyTakenTest"
"","296","Should not transfer and return error if source currency wallet not have enough money","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotTransferAndReturnErrorIfSourceCurrencyWalletNotHaveEnoughMoneyExistsTest"
"","4867","Should refund and return SUCCESS response","","Sat May 23 16:42:58 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldRefundAndReturnSuccessResponseTest"
"","275","Should add deposit and return SUCCESS response","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldAddDepositAndReturnSuccessResponseTest"
"","655","Should not refund multiple times and return error if not enough money for refund","","Sat May 23 16:43:02 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotRefundMultipleTimesAndReturnErrorIfNotEnoughMoneyForRefundTest"
"","99","Should create bank account and return success response if user_id not exists","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldCreateBankAccountAndReturnSuccessResponseIfUserIdNotExistsTest"
"","355","Should not transfer and return error if source currency wallet not exists","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotTransferAndReturnErrorIfSourceCurrencyWalletNotExistsTest"
"","468","Should refund multiple times and return SUCCESS response","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:04 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldRefundMultipleTimesAndReturnSuccessResponseTest"
"","64","Should create currency wallet and return SUCCESS response","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldCreateCurrencyWalletAndReturnSuccessResponseTest"
"","4541","Should transfer and return SUCCESS response if currencies the same","","Sat May 23 16:42:58 UTC 2026","passed","Sat May 23 16:43:02 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldTransferAndReturnSuccessResponseIfCurrenciesTheSameTest"
"","346","Should transfer and return SUCCESS response if currencies are different","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldTransferAndReturnSuccessResponseIfCurrenciesAreDifferentTest"
"","97","Should not withdrawal and return error if currency wallet not found","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotWithdrawalAndReturnErrorIfCurrencyWalletNotExistsTest"
"","222","Should not transfer and return error if destination currency wallet not exists","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotTransferAndReturnErrorIfDestinationCurrencyWalletNotExistsTest"
"","366","Should withdrawal and return SUCCESS response if currencies the same","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:03 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldWithdrawalAndReturnSuccessResponseIfCurrenciesTheSameTest"
"","3975","Should not create currency wallet and return error if bank_account_id not exists","","Sat May 23 16:42:58 UTC 2026","passed","Sat May 23 16:43:02 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotCreateCurrencyWalletAndReturnErrorIfBankAccountIdNotExistsTest"
"","266","Should not withdrawal and return error if not enough money","","Sat May 23 16:43:03 UTC 2026","passed","Sat May 23 16:43:04 UTC 2026","","Payment service kafka tests","com.bank.tests.tests.PaymentKafkaTest","shouldNotWithdrawalAndReturnErrorIfNotEnoughMoneyTest"
